Español;Aymara
Duradero;jan
Durar;Jan tukusiña
Durar;jan
durazno;turasnu
Durazno o melocotón;q’awila
Dureza;ch’ullqhi
Duro;ch’ullqhi
Dádiva;waxt’aña
Débil;llaytha
Década;Tunka mara
Década;tunka
Décimo;tunkïri
Déspota;munañani
Día;uru
día;uruescampar o cesar
día bueno o ausencia de lluvia;phajsa uru
día de fiesta;jach’uru
Día de mañana;qharüru
Día de mañana;qhalt’i
día de trabajo;inuru
día nublado;ch’urawi
Día siguiente;qhipüru
Día y noche;arumay
Día y noche;aramay
Dócil;Axa
Dólar;Ch’uxña qullqi
Dónde;kawki
Dúo;pani
Ebriedad;machantata
Ebrio;machata
Ebullición;wallaqiña
Echar;Waraña
Echar a rodar una piedra;wanqarpayaña
Echar agua o gramíneas al suelo;wartaña
Echar agua también tierra a las plantas o al sembradío;qhallaña
Echar flores de diferentes colores en el festejo de carnavales;chayawaña
echar gotas de licor al suelo en señal de pago a los dioses protectores;t’inkaña
Echar sobre alguna cosa o a alguien líquidos o cosas menudas;warxataña
Echar un líquido a una pared o a alguien;warkataña
Echar una porción de contenido de gramíneas de una bolsa grande a otra pequeña;talliqaña
Echarse;Winkuña
Eclipse;Phaxsi jiwaña
Eclipse;Inti jiwaña
Eclipse lunar;phaxsi
eclipse lunar;phaxsi jiwa
eclipse lunar;phaxsi nakhaña
Eclipse solar;inti
eclipse solar;inti jiwa
eclipse solar;inti nakhaña
Eco;sanqatalla
eco;sanqatilla
Economizar;tupusiña
Económico;iraqata
Edad;Mita
Edificar;Utà pirqaña
Edificar;útperqáña
Edificio;tawqa
Edificio;Tawqa uta
Educación;Yatichawi
Educado;rispituni
Educar;Yatichaña
Efebo;maxt’a
Efectivo;utjiri
Efectivo;Utjiri qullqi
Efecto;Lurata
Efectuar;Luraña
Efectuar;yaqiña
Eficiente;aski
Eficiente;Aski lurañani
Egoísta;Mich’a
Egresado;misturi
Eje;Taypi tunu
Eje;taypi
Ejecutar el intrumento musical llamado “quyqu”;quyquña
Ejemplo;Uñacht’awi
Ejemplo;uñancha
Ejercicio;thayllawi
Ejercitarse;yant’aña
El 12 de diciembre;Tunka payani uru saraqata aka jallu
El acto de cabar zanjas;q’awaña
El amarillo, el lila, el anaranjado y el rosado;Q’illumpi, kullimpi, sisirampi, antimpwa
El anochecer;sujsthapi
El anochecer;chhapthapi
El ante año pasado;khuri
El año dos mil veintidós, bautizaré a mi hija;sutiyä
El año pasado;maymara
El año subsiguiente;najsa
El borde superior de la loma;amsta
EL celular de Lizeth está sonando;Lizet an chililiripa w chilinki
El ch´uspi me pic ó;Ch’uspiw mich ’intitu
el cielo, según lo entiende el cristianismo;alaxpacha
El comprador de bovinos;waka
El día domingo nos encontraremos hermana Vilma;Inti urun jikisiñani kullaka Vilma
El día jueves nos encontraremos hermana Maria;Illapa urun jikisiñani kullaka María
El día miércoles nos encontraremos hermana Vilma;Pacha urunwa jikisiñani kullaka Vilma
El día sábado iremos;Sama ña uru w sarañani
El día sábado por la tarde voy a hacer. ¿A ti, tus hijas te van a ayudar?;yanapatamti?
el espacio terrenal, según lo entiende el cristianismo;akapacha
El estar silencio;ch’ujukïña
El huevo que fue incubado ya pudrió;q’ulluña
El jueves yo iré a Oruro a jugar;Aka Illapa uru x nayax Uru Uru markaru w anatiri sarä
El lugar de encuentro;tupawja
El lunes nos encontrarnos;Phaxsi uru w jikisiñani
El luto que se lleva por la muerte de alguien;siña
El mercado está vacio;Qhathux ch’usakiwa
El miércoles por la mañana yo tengo un examen de Aymara;Pacha ur alwa x nayax mä aymar yant’awinitwa
el nevado más alto de la cordillera real, uno de los principales “achachilas”;illampu
El nombre de mi abuela es Martina;Awichu jan sutipax Mati nawa
El nombre de mi abuelo es Francisco;Achachilajan sutipax Franc iscowa
El otro de los ya conocidos;mayïri
El otro día;mayüru
El otro lado;maysa
El perro me ha mordido el pie;Anuw kay achuqitu
El perro me mordio el pie;Anuw kayu achuqitu
El pescado ispi se frita, y se hace cocer el maíz y papa;qhathiyañawa
El pescado ispi ¿de qué color es?;Ispi c hallwax, kuna saminisa?
El picotear de las aves;suruña
El prec io de la carne de pollo está a sólo 30;Wallpa Aychax chanipax kimsa tunkaniwa
El que ara la tierra;qhulliri
El que busca algo o a alguien;thaqhiri
El que lleva o conduce un auto;apiri
El que quita la vida estrangulando;jaychjiri
El que se acorbada a un dolor físico;jiwtiri
El que sufre;t’aqhisiri
El que va a rescatar comida a otros pueblos;jawruku
El recordar en el camino lo que se olvidó de llevar algo;amtäma
El tiempo pasado;nayra
El término indica la aceptación a una solicitud;yasta
El uniforme de aquellos jugares es muy bonito;Khä anatirinakan isipax wali jiwakiwa
El uno y el otro a la vez;mayà
El último hijo o hija;ch’uli
Elaborar;Luraña
Elaborar chicha de quinua o de maíz;k’usaña
Elaborar chuño de oca;kayachaña
Elección;chhijllawi
Elector;chhijlliri
Electricidad;Illapa
Elegancia;yäpankaña
Elegante;yamparu
Elegir;chhijllaña
Elemento;Yä
Elevado;Pata
Elevar;Aptaña
Elevarse;tuytaña
Eliminar;Jiwayaña
Eliminar;Apsuña
Ella es mi abuela;Jupax awichajawa
Ella es mi hermana;Jupax kullakajawa
Ella irá el viernes. Con su papá irá;Jupax ñanqha uru w sarani . Tatapampiw sarani
Ella se mi hermana;Jupax kullakajawa
Ella vendrá mañana.;Jupax qharur uw jutani.
Ellas tienen clases;Jupanakax yatiqasipkaniwa
Ellos;jupanaka
Ellos irán a las 10:15 de la mañana;saraqkipanwa sarapxani
Ellos juegan muy bien, seguro ellos van a ganar;Jupanakax wali khusa anatirinakapxiwa,
Elocuente;Sumà arst’asiri
Elogiar;laqanchaña
Elogiar;q’asq’aña
Elogiar;Q’ayachaña
Elástico;anku
Emanar;Jutaña
Embadurnar;jawt’aña
Embalar en bolsas;winaraña
embarazada;usuri
embarazada;japi
Embarazar;usuriptayaña
Embarazar;japiña
Embarazarse;usuriptaña
Embarcación;Maraya
Embarrado;ñiq’irara
Embarrar;ñiq’ichsuña
Embarrar con la diarrea un animal a otro;wich’kataña
Embarrarse con la diarrea;wich’jasiña
Embaucador;P’axp’aku
Embaucar;k’arxayaña
Embaucar;sallqjaña
Embellecer;K’achachaña
Embellecer;kamquña
Embellecerse;k’achachasiña
Emblanquecer;janq’uraña
Embolsar;winaña
Emborracharse;machantasiña
Embravecer;q’apisiyaña
Embriagado;Machata
embriagarse;machaña
Embriagarse;umantasiña
Embriagarse;machantaña
Embrocar;K’umphiña
Embrollar;pituña
Embrollo;pituta
Embrujar;T’iwkhaña
embrujar;ch’irt’aña
Embrujar;layqaña
Embrujar el sapo;t’iwkhaña
Embrutecer;ipiptayaña
Embuste;K’ari
Embustero;K’ari
Embutir;takintaña
Emigrar;jayaru
Emigrar;Jayaru sarxaña
Emisario;khitha
Emitir el cielo fulgores en las noches sin retumbar;ämiña
Empachar;Amiña
Empacho;anach’uyu
Empadrar el ganado camélido;jarqhaña
Empalagar;amjaña
Empalagar;amiña
Empalago;ami
Empalagoso;amiyasiri
Empantanar;juqhuchaña
Empantanarse;sinijrantaña
Empapado;juq’u
Empapar;juq’uchaña
Empaparse;juq’uña
Empaparse;juq’untaña
Empaquetar;mayt’uña
Empaquetar;llawuña
Emparejar;panichaña
Emparejar;masachaña
Emparvar;arkuña
Empañar;K’iruña
Empecinado;K’ullu
Empecinarse;k’ullusiña
Empedrado;qalanchata
Empedrar;qalanchaña
Empeorar;juk’ampichaña
Empequeñecer;jisk’aptayaña
Empero;Ukampisa
Empezar;Qalltaña
Empezar a mover en el mismo sitio;unxtaña
Empezar a obscurecer;ch’amakthapiña
Empezar a oscurecerse la noche;chhapthapiña
Empezar en serie;qallaraña
Empeñarse;p’iqt’aña
Empinado;sayt’ata
Emplear;Apnaqaña
Empleo;Irnaqawi
Emplumecer;phuyuntaña
Empobrecer;t’aqhinkaña
Empollar;jipiña
Empolvado;laq’arara
Empolvar;laq’achsuña
Empolvarse;turmintaña
Emprender un trabajo;sarxataña
Emprender un viaje;sarxaruña
Empresa;irnaq
Empreñar;Wallq’iptayaña
Empuja;Nukt’am
Empujar;nukhuntaña
Empujar;nukhuña
Empujar a alguien con el cuerpo;taxmaña
Empujar algo por un momento o por descuido;nukht’aña
Empujar con el codo;chhallmaña
Empujar con el hocico los animales o con el codo los humanos;tanqaña
Empujar con palanca o barreta;wanqaña
Empuje;nukht’a
Empuñadura;Katuña
Empuñar;Katuña
En el atardecer de ayer;wasayp’u
En el mes de abril;Qasiwi phaxsina
En el mes de abril, ¿hermana qué hora es?;Qasiwi phaxsina, kullaka kuna pachasa ?
En el mes de diciembre. ¿Tú a qué te dedicas?;Jallu qallta phaxsina. Jumax kuna luriritasa?
En el mes de enero;Chinuqa phaxsina
En el mes de enero. ¿Y de ti?;Chinuqa phaxina. Jumansti?
En el mes de julio;Willkakuti phaxsina yuritäna
En el mes de marzo;Achuqa phaxsina
En el mes de mayo , ¿y tú?;Llamayu phaxina, jumasti ?
En el mes de octubre;Taypi sata phaxsina
En el mes de se ptiembre, ¿y tú?;Sata phaxsina , jumasti?
En el mes de septiembre sembraremos hermana Vilma;Sata phaxsina satañani kullaka Vilma
En el mes de septiembre vamos a sembrar hermana Maria;Sata phaxsin a satañani kullaka María
En el momento que realiza la acción;akärsa
En es te momento son las 06:36 de la mañana;saraqxi
En este centro de salud no hay medicina para esa enfermedad;Janiw aka qullañ utanx uka usutak
En este momento;Anchhita
En este momento son las 7:00 de la mañana;Anchhitax paqallqu alwa pachawa
En la feria hay todo para comprarse;Qhathunx taqikunaw alasiñataki utji
En la fiesta seguro darán una rica comida;Phunchawinx suma manq’
En la iglesia de San Pedro;San Pedro Iglesia uka tuqina
En la tarde parece que va a granizar;Jayp'urux chhijchhintjamakiniwa
En mi horno, ¿tú no vas a hacer pan?;Jurnuja na, jumax jani t t'ant'a lurk ata?
En mi pueblo hay pescado frito;Nayan markajan utji wa chawlla thix i
En noviembre;Lapaqa phaxsina
En que mes vamos a sembrar papa hermana Doris;Kuna phaxsin sa ch’uqinaka satañani kullaka Doris
En tu mano, ¿qué te ha picado?;Am parama ru, kunas mich’intam ?
En un instituto;Mä Institut una
En un momento vamos a ir;Mawk’ampiruw sarañani
En vano;inamaya
Enagua;manqhancha
Enajenar;churjaña
Enaltecer;Jach’anchaña
Enamorada;munata
Enamorado;waylluri
Enamorar;Munaña
Enamorar;munapaña
enamorarse;wayllasiña
Enamorarse;munasiña
Enano;tiqi
Enano;muq’u
Enarbolar;Aytaña
Enarcar;k’awuyaña
Enarenar;ch’allanchaña
Encabezar;p’iqinchaña
Encajar;khakhantaña
Encalvecer;P’iqì q’araptaña
Encaminar;irpxataña
Encandecer;pariña
Encanecer;Janq’u p’iqiptaña
Encantar;inkantaña
Encapotado;patacha
Encapotarse;patachaña
Encapotarse el cielo;patachxataña
Encarnado;kanqulla
Encarar;irkataña
Encararle algún favor hecho;ayt’aña
Encarcelar;karsilt’ayaña
Encarecer;irxattaña
Encargado;iwxata
Encargado;Uñjiri
Encargado;wallpani
Encargado de cuidar los sembradíos;yapu
Encargar;iwxaña
Encargo;iwxa
Encarnado;Kanqulla
Encausar;irpt’aña
Enceguecer;Juykhuptayaña
Encender;aqtayaña
Encender;qhantayaña
Encender;naktayaña
Encerar;map’achaña
Encerrado;jist’antata
Encerrar;Jist’antaña
Encerrar en el corral;atintaña
Enciclopedia;Uñt’arañ panka
Enciclopedia;uñt’arañ
encima;pata
Encinta;Usuri
Enclenque;chullchu
Enclocar;tuquña
Encogerse;thisthapiña
Encolerizar;Q’apisiyaña
Encolerizarse;q’apisiña
Encomendar;Achikaña
Encomienda;apaya
Encontrar;jakiña
Encontrar;katjaña
Encontrar;Jikiña
Encontrarse;jikisiña
Encontrarse;jakisiña
Encontrarse alguien en buena relación o amistad con sus compañeros;askinkaña
Encorralar;anantaña
Encorvado;k’umuntata
Encorvar;k’umuptaña
Encostalar;winaña
Encrespado;phurqhi
Encrudecer;ch’uqirtaña
Encubierto;Imantata
Encubrir;imt’aña
Encuentro;jikthaptawi
Encuentro de dos personas o equipos;tupawi
Encuesta;sikht’awi
Encuestador;sikht’iri
Encía;llach’a
Endemoniado;supayan
Endemoniado;Supayan mantata
Enderezar;chiqachaña
Endeudarse;manjasiña
Enducercerse los frutos de la zona cálida por no cubrirlos en el paso de la zona glacial;yunkiña
Endulzado;muxsallachi
Endulzar;Muxsaptayaña
Endurar;qhulsuña
Endurecer;Ch’ullqhiptayaña
Endurecerse;thayt’aña
Endémico;pachpankiri
Enea;saylla
Enea;matara
Enema;uqutsu
enemigo;awqa
enemistad;tima
Enemistad;uñisisiña
Enemistarse;jachjayasiña
Enemistarse y tener rencor con alguien con alguien;uñisisiña
Energía;Ch’ama
Enero;chinuqa
Enfadar;phiñasiyaña
Enfadarse;phiñasiña
Enfado;phiñasiña
Enfangarse;siniyt’aña
Enfermarse;usuntaña
Enfermarse cada vez;usnaqaña
Enfermarse todos los de la casa o una población;uphuña
Enfermedad;usu
Enfermedad del cerebro que produce mareo;muyu
Enfermizo;usunk’alla
Enfermo;usuta
Enfilar;Siqiña
Enflaquecer;t’ukhaqtaña
Enfrente;uñkatasi
Enfriar;thayt’ayaña
Enfriarse un líquido;thayaraña
Enfurecerse;Phiñasiña
Engalanado;isisilla
Engalanar;K’achachaña
Enganchar;T’iriña
Engañar;Sallqjaña
Engañar;t’it’uña
Engaño;sallqjaña
Engendrar;jathaña
Englobar;mayachthapiña
Engordar;puquyaña
Engordar;lik’intaña
Engrandecer;jach’anchaña
Engrasar;Jawiña
Engreído;P’iqi waytata
Engreír;Q’inaña
Engrosar;thuruptayaña
Enharinar;jak’unchaña
Enigma;Ch’ama yatiña
Enigma;ch’ama
Enjalma;karuna
Enjalmar;karunaña
Enjuagar;aytiña
Enjuagar la ropa;ch’uwanchaña
Enjuto;chuxlu
Enlazar;Pichthapiña
Enlazar;Apthapiña
Enlazar;Ajuntayaña
Enlazar a un animal;ajuntayaña
Enlazar con una cuerda;pichthapiña
Enlodarse;ñiq’ichsusiña
Enloquecer;luqhirayaña
Enloquecerse;luqhiptaña
Enlucir;sulaña
Enlutado;siñani
Enlutarse;lutusiña
enmadejar;juñiña
Enmaderar;q’irunchaña
Enmalezarse;ch’umintaña
Enmarañado;yaruta
Enmarañado;t’aja
Enmarañar;k’ithuntaña
Enmendar;Askichaña
Enmohecer;qurwariña
Enmudecer;Amukt’ayaña
Enmudecer;amuptaña
Ennegrecer;ch’iyaraptayaña
Enojadizo;munañani
Enojado;qhithi
Enojado;thithita
Enojado o enojada;jilaki
Enojar;Phiñasiyaña
Enojo;thithiña
Enorme;Sinti jach’a
Enorme;sinti
Enraizar;Saphintaña
Enredar;pixtuña
Enredarse;jajapiña
Enredo;pixtu
Enredo de cabellos;tanta
Enriquecer;qamiriptayaña
Enriquecerse;qamiriptaña
Enrojecerse;juriptaña
Enrollar;khiwthapiña
Enrollar;llawthapiña
Enrollar la lana o la madeja en las propias manos;ch’uwintasiña
Enrollar lana o alambre en algún soporte;ch’uwiña
Enronquecer;chhajt’ayaña
Enronquecerse;chhajt’aña
Enroscar;q’iwintaña
Enroscarse;ch’uwiranttaña
Ensacar;Winaña
Ensalivar;llawsachaña
Ensalzar;Jach’anchaña
Ensanchar;jithitatayaña
Ensangrentado;wilarara
Ensangrentar;wilachaña
Ensartar;silt’uña
Ensayar;Yanaña
Ensayo;yant’aña
Enseguida;anchhita
Enseres;yänaka
Enseñado;yatichata
Enseñanza;yatichawi
Enseñar;yatichaña
Ensogar;uqaña
Ensombrecer;Qinaythapiña
Ensordecimiento;uqart’aña
Ensordecedor;jinchunchjiri
Ensordecedor;uqart’ayiri
Ensordecer;uqart’ayaña
Ensordecimiento;Uqart’aña
Ensuciar;q’añuchaña
Ensuciar;khuchhichaña
Ensuciarse;Q’añuchasiña
Ensueño;samka
Enteco;t’uri
Entendedor;Amuyiri
Entender;Amuyaña
Entender;tuliña
Entender en profundidad;jamut’aña
Entenderse;apasiña
Entendible;Amuykaya
Entendido;Yatiñani
Entendimiento;amuyunïña
Enterar;Yatiyaña
Enterarse;Yatiña
Entero;maypacha
Entero;ukch’pacha
Enterrar;allintaña
Enterrar un cadáver u objetos;p’amp’aña
Entibiar;llaphichaña
Entidad;chhijnuqa
Entierro;imawi
Entiznar;qhisthsuña
Entoldar;achiwaña
entonar canciones alegres sin palabras;waruruña
Entonce s está bien, recién va salir el bus a Potosí;mistuskani
Entonces;ukhamaxa
Entonces es e día nos encontraremos hermana;Ukhamax uku ruw jikisiñä ni kullaka
Entonces está bien 20°PÄ TUNKÏRI ARUSKIPAWI Lisset Mamani Catari Camila Robledo Velez;Ukhamax walikiskiwa
Entonces hasta otro día hermano Luis 40°PUSI TU NKÏRI ARUSKIPAWI Priscela Segura Chambilla Daniel Morocco Apaza;Ukhamax qhipurkamay jilata Luis
Entonces ir é al doctor;Jisa, qullir utaru sar ä
Entonces me iré otro día nos encontraremos hermano Grover;Ukhamax sarx ä qhipuru w jikisiñani jilata Grover
Entonces vamos;Ukhamax sarañani
Entonces vamos a viajar juntos;Ukhamax chikay sarxaruñani
Entonces ¿ tienes hijos?;Ukhamax, wawanitati?
Entonces, sabes contar en aymara?;Ukhamasti, aymar at jakhu ña yattati?
Entorno;Jak’a chaqa
Entorno;jak’a
Entra, en seguida te reviso;Mantaniw, anchhitaw uñjama
Entrada;mantaña
Entrampar;sipitaña
Entrante;mantiri
Entrar;mantaña
Entrar a la cama para dormirse;ikintaña
Entrar de allá aquí;mantaniña
Entrañable;q’aya
Entre;Taypi
Entre dos;pani
Entre dos;panini
Entre ellos;jupanakkama
Entreabierto;jist’aqtata
Entrecruzar;k’anjaña
Entregar;katuyaña
Entrelazar;k’anthapiña
Entremeterse;khurkhusiña
Entremezclar;chharqhuña
Entresurco;suküma
Entretanto;ukañkama
Entretener;anatxayaña
Entretener;suyayaña
Entretenimiento;kusist’awi
Entreverado;ch’alu
Entreverar;Ch’aluña
Entrevista;jiskhipawi
Entrevistar;jiskhipaña
Entristecer;llakisiyaña
Entristecerse;Llakisiña
Entrojar;pirwt’aña
Entrometido;Khurkhu
Entumecer;tunurayaña
Entumecerse;tunuraña
Entumecido;tunu
Enturbiar;jurichaña
Entusiasmo;q’aphachasiña
Enunciado;arsuña
Envasar;Winaña
Envejecer;Thanthaña
Envejecer;Achachkipstaña
Envejecer;Awilkipstaña
Envejecer el hombre;achachkipstaña
Envejecer el hombre;awkiptaña
Envejecer la mujer;awilkipstaña
Envejecerse;mirq’isiña
Envejecida;awila
Envejecido;Achachi
Envenenar;winint’aña
Enverdecer;ch’uxñtaña
Enviado;khitha
Enviar;khithaña
enviar;apayaña
Enviciarse;yatt’aña
Envidia;uñch’ukisiña
Envidiable;munkaya
Envidiar;Munapayaña
Envidioso;uñisi
Envidioso,;Uñch’ukisiri
Enviudar;ijmaptaña
Envoltorio;Llawu
Envolver;k’iruña
envolver;llawuña
Envolver la lana hilada en forma floja en los dedos de la mano al momento de hilar;laykuña
Envolverse;llawuntasiña
Envuelto;ch’uqata
Envío;Apaya
Enyugado;yapintata
Enyugar;Yapiña
Enzurdecer;Ch’iqachuptaña
Enérgicamente;ch’amampi
Epalagado;amita
Epidemia;sarnaqiri
Epidemia;Sarnaqiri usu
Epilepsia;T’uku usu
Epiléptico;t’uku
Epiléptico;t’ukuri
Epiléptico;T’uku usuni
Epítome;juk’achata
Equidad;khuskhat
Equidad;Khuskhat yäqasiña
Equipar;yächaña
Equiparar;kikipaña
Equipo;qhuchhu
Equivaler;kaliña
Equivocación;Pantja
Equivocado;pantjata
Equivocar;Pantjaña
Equivocarse;pantjasiña
equivocarse o cometer un error;pantaña
Equívoco;wayki
Equívoco;Wayki aru
Era;p’iraña
Erección;sayt’ayaña
Erecto;Sayt’ata
Erguir;sayt’ayaña
Erguirse;sayt’aña
Erial;t’axra
Erial;T’axra uraqi
Erigir;Utt’ayaña
Erizado;chhirqhi
Erizar;Ñik’ut sayarayaña
Erizar;ñik’ut
Erizo;Ch’aphi qamaqi
Erradicar;jik’sxaña
Errante;tumayku
Errar;pantjaña
Error;pantja
Erróneo;Pantjata
Eructar;khasaña
Eructo;khasaña
Eréctil;sayt’iri
Es 20;Pä tunkawa
Es 2021;Pä waranqa pä tunka mayani marawa
Es 30 unidades monetarias;Kimsa tunka waranqawa
Es blanco y café;Janq’umpi ch’umphimpiwa
Es color blanco , ¿de tu papá?;Janq’u saminiwa, tatamansti ?
Es de color blanco y negro;Janq’umpi ch’iyarampi saminiwa
Es de color café con blanco;Ch’ump himpi janq'umpi samini wa
Es de color rojo, amarillo y verde;Chupikampi, q’ illumpi, chuxñampi wa
Es de color rojo, amarillo y verde;Wilampi , q’illum pi, ch’uxñampi saminiwa
Es de noche hermano, son las 07:30 de la noche hermano;k’atanakaw saraxi jilata
Es el 2 de noviembre;Lapaqa phaxi t pä uru sara qatana
Es el asado de chancho;Khuchi kankawa
Es el año 2021;Pä waranka pä tunka mayani marawa
Es el chairo. ¿Y en tu pueblo hermano?;Chayruwa. Markamansti jilata ?
Es el mes de noviembre;Lapaqa phaxiwa
Es el mes de octubre;Taypi sata phaxsiwa
Es las 11:30 de la mañana;Tunka mayani alwat kimsa tunka k’atanakaw saraqxi
Es mes de o ctubre;Taypi Sata phaxsi wa
Es mi papá;Tatajawa
Es mipercoles, en el mes de mayo.;Pacha uruwa , llamayu phaxsinkiwa.
Es muy bonita canción, cantaremos;Wali jiwa k’uchirtawikiwa, jayllt’asiñani
Es muy bonito. ¿A qué te dedicas?;Wali sumawa. ¿Juma x kuna luriritasa?
Es muy caro;Ancha jilaw chanipaxa
Es muy difícil;Wali ch’amawa
Es muy rico;Wali sumawa
Es negro, ¿De qué color es tu casa?;Ch’iyarawa, Utamax kuna saminisa?
Es octubre hermano;Taypi satawa jilata
Es para rezar;Risañatakiwa
Es plomo;Uqiwa
Es quinua;Juphawa
Es septiembre hermana;Taypi sata phaxsi wa kullaka
Es septiembre. ¿Hermana que hora es?;Taypi sata phaxsiwa. Kullaka Kuna pachasa?
Es una comida muy rica;Wali suma manq ’awa
